adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
False,/5WhLV7bYhn8TaukEtIK6WL39ict.jpg,"[35, 10770]",70076,en,Lying to Be Perfect,"Nola Devlin is an unassuming, frumpy magazine editor who is overlooked and teased by her coworkers. Though, when she is behind the glow and anonymity of her computer screen, she becomes the famous advice columnist Belinda Apple. Nola’s friends, tired of being overworked and overweight, band together to create the Cinderella Pact, vowing to lose pounds by following the advice of Belinda Apple. When her secret identity is threatened, Nola is forced to take her own alter ego’s advice. But, as the group of friends drops dress sizes, their real issues are exposed, and better-than-expected life changes begin to blossom.",7.314,/bS8rba4By9UqGQ5EtiO7VWhBM7M.jpg,2010-06-07,Lying to Be Perfect,False,6.1,130
False,/y4IlyJsBgrmn5ettsddTfRG0aTg.jpg,"[10751, 10770, 10749]",363484,en,Angel of Christmas,"Susan is a newspaper staffer who decides to generate some Christmas spirit by writing an article about her family’s storied 100-year-old, hand-carved, heirloom Christmas angel. This leads her to accidentally meet Brady, a cute, upbeat artist who insists that he and Susan become fast friends (at least). It turns out that this angel also has the spiritual power to bring people together – as it seems to be doing with Susan and Brady. What’s behind this enchanted ornament? As time moves on, more about this captivating artifact is revealed.",5.566,/dF1gYqp1I4adhYGFUcp3Cxv0B78.jpg,2015-11-29,Angel of Christmas,False,6.093,75
False,/pA910gOJxtGLRdNmiiUfEKYLZFV.jpg,"[18, 10770]",295144,en,Marvellous,"Dramatisation of the true story of the life of Neil ""Nello"" Baldwin.  Born with a mild learning disability but without the burden of social embarrassment &amp; how his inexhaustible ability to see the good in any situation overcame any stigma society tried to label him with.",5.212,/6enWpJ7IAN54krCOXQDrbMRcuCb.jpg,2014-09-25,Marvellous,False,7.145,93
False,/abjVYQDu5RlYIcW5NHYWHDRgASD.jpg,"[9648, 18, 10749, 10770]",361749,en,"Hello, It's Me","Two years after her husband dies in a sudden accident, Annie and her two children are left to cope with the loss. Annie can't imagine falling in love again, until she meets a wealthy bachelor who is drawn to her free spirit. Afraid to love again, she longs for guidance when she starts to develop feelings for this new man. Her prayers are answered when she starts receiving communications from her late husband that encourage her to follow her heart.",5.65,/2xJG0DYwWFc2wO5KGZ8zxmTyhKr.jpg,2015-09-27,"Hello, It's Me",False,6.7,45
False,/ezbQO9y5WT28xHBAXC4BUVMl7Fb.jpg,"[10749, 35, 10770]",308143,en,Coffee Shop,When a young coffee shop owner is threatened with repossession she must take a chance with life and love as she fights to save her business.,6.088,/8Xf1JWAbnLacGoBRN0rrWunJEaO.jpg,2014-11-12,Coffee Shop,False,6.1,77
False,/uNr0xZPuGu5ThYSmHrZ2ruptrFq.jpg,"[10751, 10770]",362998,en,Golden Shoes,"With his father MIA at war and his mother critical in hospital, a young boy consoles himself with dreams of playing in the youth soccer league. To do so, he must overcome the adult deception, the bullying and his solitude.",5.828,/2fhUuSbh8v7UXGko4rzVyHc6yqA.jpg,2015-10-06,Golden Shoes,False,5.8,35
False,/54XegT9CMddMACRDICuKcfcdDs9.jpg,"[18, 10770]",356846,en,The Gamechangers,"The struggle of Houser's legal feud against American lawyer Jack Thompson, over the morality of the ""Grand Theft Auto"" video game series.",5.168,/oEDS8LF86ni40oUW3RChE5fyF0K.jpg,2015-09-15,The Gamechangers,False,6.1,72
False,/3yCRAFt5zUP0Yzna1Sa3u8KD0xk.jpg,"[35, 10749, 10770]",366018,en,A Christmas Melody,Kristin has just had to close her small Manhattan clothing boutique to return to her Ohio home town and live in her parents' former home. It's an adjustment for Kristin and her young daughter— especially when she runs into her former high school rival. Kristen and Emily struggle to find their new normal with the help of the hunky local music teacher.,8.252,/uetNOoUIwmeavHYnimc8B9tnDOq.jpg,2015-12-19,A Christmas Melody,False,6.0,111
False,/sEbtzGOgAo1A16geR9jRSHTgDRl.jpg,"[10770, 18]",366630,en,The Bridge,"The sweeping tale of Molly Callens and Ryan Kelly, two young students who share a profound friendship their first semester in college, a time that becomes the defining moment of their lives.",4.849,/xkr1V9MUR5nDmlp0GoIbUAz4puo.jpg,2015-12-06,The Bridge,False,6.2,55
False,/hwSaEzVRXyg5godSJa5uEHENEfz.jpg,"[27, 878, 10770]",362434,en,Ominous,"Michael and Rachel are devastated when their six-year-old son dies in a tragic accident. When a stranger offers to bring the boy back to life, they take the offer. However, the child who returns is not the child they once knew.",7.296,/7959EFCHkR8xBF7a9Swv8l6Zixw.jpg,2015-10-10,Ominous,False,4.5,36
False,/n5d6nhwlEa0YjPSzq620mAECTKb.jpg,"[10749, 18, 10751, 10770]",310972,en,The Christmas Secret,"While her life is falling apart, single mother Christine finds a magical family heirloom that leads to love and good fortune during Christmas.",6.714,/tCaU7Hl9d7Ey3X9OokZoPsq7WfO.jpg,2014-11-23,The Christmas Secret,False,6.9,114
False,/sFJ11y7OcbxJgnDIamw6rsvadh4.jpg,"[28, 16, 10770]",373877,ja,ワンピース エピソード オブ サボ～3兄弟の絆 奇跡の再会と受け継がれる意志～,"From a brotherhood bound by three cups of sake, one brother’s story has yet to be told! Visiting Dressrosa under orders of the Revolutionary Army, Sabo’s top-secret mission derails when Doflamingo announces the grand prize for battling in the Colosseum. The tragedy at Marineford still weighing on his mind, Sabo reunites with his little brother to protect the promises they made with Ace. Now, they’ll fight in disguise for the Colosseum’s ultimate prize: Ace’s Flame-Flame Fruit.",9.601,/yS5z6jMr5reJN6WwtBQcnKQ8b75.jpg,2015-08-22,One Piece Episode of Sabo: The Three Brothers' Bond - The Miraculous Reunion and the Inherited Will,False,6.9,38
False,/i88Zpo1n3IMFot8fSQOsxzt7mdG.jpg,"[10770, 18, 14]",328426,en,The Ark,"Noah, a farmer and family man, is instructed by an angel to build an ark in the middle of a desert in order to save both his family and the faithful from a devastating flood. A seemingly impossible task, especially when his sons refuse to believe him and help, Noah risks ridicule and humiliation from the degenerate townsfolk as well as his loving but exasperated family, in his quest to carry out his God-given task.",8.761,/fmHJviZHDPBz5V5DQiPW38ixYmz.jpg,2015-03-30,The Ark,False,5.8,10
False,/80X7M2z3xZLBoRVrLV8qqFeX8I8.jpg,"[18, 10770]",326923,en,Babysitter's Black Book,"When her parents' financial problems threaten Ashley's dreams for college, the high school whiz kid takes matters into her own hands. She and her girlfriends turn their babysitting business into a wildly successful escort service for dads. But in this small suburban community, nothing stays secret for long.",5.955,/lH8aKsjxVx1sxbV4XLIEuczsscP.jpg,2015-02-21,Babysitter's Black Book,False,5.593,75
False,/9kZ8rmRwzi3eBfgbVWuJiIlAGLv.jpg,"[35, 10751, 878, 10770]",325813,en,Splitting Adam,"After accidentally stumbling into his uncle's mysterious ""tanning bed"", Adam learns the answer to all of his problems - multiple Adams. With his new collection of clones, Adam is hopping on one wild summer ride with an epic splash.",9.443,/Ak40eOsh7MK466eJmoIUMwNEWON.jpg,2015-02-16,Splitting Adam,False,6.8,110
False,/Aehy9RDBSkHSSbQHj9z2IRPUB8M.jpg,"[18, 14, 10770]",369059,en,How Sarah Got Her Wings,"Good Samaritan Sarah Fitzpatrick has a fatal accident just before Christmas, and finds herself in the lobby before the gates of Heaven. Certain that she will be let in, she is shocked to find that her name is not on the reservation list. However, she is granted the chance to return to Earth as an ""angel in training"" with the requirement to help a soul in need. Sarah has the 12 days before Christmas to secure her place on the list leaving her in the race for her after-life.",5.231,/fx74ViNkrWJVkn73XIyFvYgdsXU.jpg,2015-12-06,How Sarah Got Her Wings,False,5.9,93
False,/bwpO9haOakRJ6pCEc0TxT7uEb2r.jpg,"[80, 53, 10770]",333620,en,Stalked by My Neighbor,"A girl and her mother escape to suburban safety after a home invasion scares them out of the city, but they're soon menaced by a sinister figure.",7.059,/dU0c3qVTYKXcBPP2fIffdEPrThQ.jpg,2015-03-21,Stalked by My Neighbor,False,5.7,79
False,/ujk0oMnqie2sIhtjkglGD8kZeP5.jpg,"[10751, 10749, 10770]",363482,en,Once Upon A Holiday,"When an actual, honest-to-goodness royal princess runs off from her official obligations and duties for a couple of days to see how the other half lives, she winds up falling for a good Samaritan who is unaware of her real identity during the holiday season. Will her true love still feel the same way once he learns the truth?",5.435,/mBiLHwCMUCmPfhhkTP87Ht65Qy1.jpg,2015-11-25,Once Upon A Holiday,False,6.0,116
False,/lPOZDDAcwPOurTGquDVqVXreDZL.jpg,"[18, 35, 10751, 10770]",308715,en,Away and Back,"Jack Peterson, a widowed father of three young children, encounters Ginny Newsom, a wildlife biologist, whose mission is tracking trumpeter swans, a family of which settle in a pond on the Peterson farm. Could that be romance in the air?",5.853,/77gk16lKvUMRD8QmqpxNv5ZqRn9.jpg,2015-01-25,Away and Back,False,6.034,73
False,/2rkW8FJdeEVG84drHWshQsLxrYq.jpg,"[18, 10749, 10770]",361746,en,Harvest Moon,"When her family goes bankrupt, privileged city girl Jen Stone travels to the country to try and fix up a struggling pumpkin farm that her father bought as an investment to get her money back. Not everyone is on board with her changes, least of all Brett, the farm's handsome manager. By working with what she knows best, she discovers the magic of pumpkin skincare and turns the struggling farm around while also falling in love.",7.431,/wE4TpTUaMUZwtaP5kobVMlGviss.jpg,2015-10-10,Harvest Moon,False,6.1,84
False,/by6AiRQ7Ih5YI7DFrRGf922jWE7.jpg,"[18, 10770]",346570,en,Perfect High,"Sweet suburban teen Amanda is introduced by her new friends to prescription drug-sharing, but the recreational fun soon leads her to a life-altering heroin addiction.",5.475,/4ZrwZWPlxhfycZZrbFmXO9cF3dD.jpg,2015-07-05,Perfect High,False,5.862,69
False,/y4DhUdR5EqInh4PuWcZgVPjjR7r.jpg,"[9648, 10770, 18, 80]",339580,en,Real Murders: An Aurora Teagarden Mystery,"Aurora finds a member of her crime buff group, the Real Murders Club, killed in a manner that eerily resembles the crime the club was about to discuss. As other brutal ""copycat"" killings follow, Aurora will have to uncover the person behind the terrifying game.",7.403,/boxsHCnOoAoQpXPfBf8olF6rT9w.jpg,2015-07-26,Real Murders: An Aurora Teagarden Mystery,False,6.8,106
False,/rdSFT7XM0cBfwvWhSRnWgO2tFI2.jpg,"[10749, 10770]",346489,en,A Country Wedding,"A famous country singer set to marry a glamorous Hollywood actress returns to his small town roots. When he crosses paths with his childhood sweetheart and finally feels inspired to write songs again he reevaluates his life, his values and his opinion of true love. As his wedding day approaches, he must decide if he has chosen the right woman to be his wife.",8.652,/df63EX5PPlq9UDuXUteU9rIg2up.jpg,2015-06-27,A Country Wedding,False,6.8,104
False,/wMXboKYwRv9D9ytmKCInGrUuIEn.jpg,"[10770, 18]",527857,fr,Passionate Intentions,A happily married couple falls prey to the devious schemes of a greedy seductress and her sleazy boyfriend.,10.699,/6RVSaTYZaYaG6lf4Mse5sIC9CQ1.jpg,2015-01-01,Passionate Intentions,False,4.1,4
False,/aTIgv8dAHCBnEqZcLLK6LZ8Y4wT.jpg,"[10749, 10770]",317121,en,All of My Heart,"A young caterer’s life suddenly changes course when she inherits a country home and learns she must share it with a career obsessed Wall Street trader. At first, these opposites do not attract, but feelings begin to change when they find themselves having to work side-by-side to restore their newly acquired home.",7.567,/nCAvpheAApLv9LtvMW0tjywkz6B.jpg,2015-02-14,All of My Heart,False,7.0,89
False,/8pPoIJJ7ylLULMbpHNWdg8Ab7CF.jpg,"[18, 10402, 10770]",330544,en,Bessie,"The story of legendary blues performer, Bessie Smith, who rose to fame during the 1920s and '30s.",6.391,/kanAZsL3kZwFWRuR6tqLvNrEFco.jpg,2015-05-16,Bessie,False,6.444,117
False,/8LgUzVSs5aTTqN7e3kUNpx485zu.jpg,"[35, 18, 10770]",367538,en,The Flight Before Christmas,"Two strangers who both happen to be in marketing, share a room at a bed-and-breakfast when a snowstorm strands their flight in Montana on Christmas Eve.",6.46,/j3tED3aXQvHA5kK3hkyQsNOUT6S.jpg,2015-12-01,The Flight Before Christmas,False,5.4,69
False,/hsR4XY0qgk7ouAfmaIbTTzrAvM0.jpg,"[10770, 10749]",369054,en,Christmas Land,"Jules has just inherited a quaint magical Christmas-themed village and Christmas tree farm bequeathed her by her grandmother. She plans to sell it and use the profits to buy her dream home in New York City. But the longer Jules stays on the farm and the more she learns how important Christmas Land has been to so many families, the more Jules starts to question her motives to sell.",5.138,/mSvM4uXrUTRdKg7wYLyg6JTd2Fk.jpg,2015-12-20,Christmas Land,False,5.7,117
False,/dhFQ1XYIe34u9DaTQ9KqSjP0ufT.jpg,"[27, 878, 10770]",18044,en,Ogre,A vicious Ogre rules over a town that has been stuck in time since the 1800's.,9.246,/4IeKSLEmKqeknJGOo7N9fdNgDqf.jpg,2008-03-08,Ogre,False,5.3,79
False,/6j4KSnQnjvkQ0pEV5rMMcvHAXlp.jpg,"[10770, 10751, 14]",33271,en,Sabrina Goes to Rome,"Sabrina goes to Rome, with Salem stowaway-ed in her backpack, to free her 16th-century aunt Sophia who was banished for divulging her powers to a non-witch.",6.357,/zzJPgh0ntXQw5XEC6XFKTIU7LBl.jpg,1998-10-04,Sabrina Goes to Rome,False,6.0,118
False,/rTcW95XDbeprQgJg1eMFvtAZGyJ.jpg,"[35, 12, 9648, 10751, 10770]",345363,en,One Crazy Cruise,"A family goes on a cruise but not all is what it seems. The next day they wake up with no memories of last night, which gets them in a LOT of trouble!",7.055,/gV2I1lW2udrFmF3Xi9MOmlJY2c2.jpg,2015-06-19,One Crazy Cruise,False,6.8,40
False,/n4bAcqeZDitO7CKpjCV2c2JlPjY.jpg,"[35, 10770, 14]",42673,en,Santa Baby 2,"Jenny McCarthy reprises her role as Mary Class, Santa's business-minded daughter, to help save Christmas in Santa Baby 2: Christmas Maybe, the sequel to ABC Family's original hit movie of 2006. Santa's in the midst of a late-life crisis -- he's tired of the responsibilities of the job and is ready to pass on the reins to Mary, who feels torn between the family business and running her own high stakes firm in New York City, along with balancing a relationship with the love of her life, Luke (Dean McDermott). The situation gets increasingly dire when Teri, an ambitious new arrival to the North Pole, sows dissension at the workshop in an effort to take over Christmas.",4.406,/aXASsMZ96szEoK593ZNcYqHAd65.jpg,2009-12-13,Santa Baby 2,False,5.0,27
False,/qASObnfUQXAonFUpYVcAcuwt4U5.jpg,"[35, 10749, 10770]",317114,en,Bridal Wave,"With her wedding day rapidly approaching, an anxious bride-to-be has doubts about her pending marriage. At a romantic island resort, she encounters a handsome kindred spirit and must now decide if her ""perfect"" fiancé is really her true love.",6.832,/yZMUAsU9MxTDls737iU23XeywND.jpg,2015-10-08,Bridal Wave,False,6.286,91
False,/5FLUof5buaisMbRU8DGMGYOma2h.jpg,"[10749, 10770]",369057,en,A Prince for Christmas,A prince from Europe meets a charming waitress when he travels to America during the Christmas holiday to escape an arranged marriage.,8.851,/hyMRbk3aVjc8E5eXZLtvAhRLDQ0.jpg,2015-10-28,A Prince for Christmas,False,5.931,102
